Jenis_Usaha,Provinsi ,Jenis_Ikan,Tahun,Volume_Produksi,Nilai_Produksi
TANGKAP LAUT,NUSA TENGGARA TIMUR,KAKAP,2012,2932.0,35847373.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KAKAP,2013,889.0,42722730.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KAKAP,2014,1136.0,56263675.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KAKAP,2015,5300.0,111916265.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KAKAP,2016,5763.0,108115811.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KAKAP,2017,11407.750,432845856.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KAKAP,2018,4885.720,160205919.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KAKAP,2019,6533.870,187397494.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KAKAP,2020,9883.510,315043023.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KAKATUA,2020,28.80,885.542
TANGKAP LAUT,NUSA TENGGARA TIMUR,KAPAS-KAPAS,2020,173.460,3785786.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KEMBUNG,2020,10772.150,213922460.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KEPITING,2020,197.620,6606068.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KERANG,2020,3.980,39.760
TANGKAP LAUT,NUSA TENGGARA TIMUR,KERAPU,2010,4807.0,51964351.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KERAPU,2011,4398.0,54887180.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KERAPU,2012,4051.0,66656170.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KERAPU,2013,3785.0,85510291.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KERAPU,2014,4569.0,90233562.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KERAPU,2015,8504.0,184583630.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KERAPU,2016,9256.0,183834398.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KERAPU,2017,3669.810,195984611.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KERAPU,2018,1698.510,105663803.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KERAPU,2019,8854.270,242722363.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KERAPU,2020,10529.520,326167635.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KERONG-KERONG,2020,26.620,925.650
TANGKAP LAUT,NUSA TENGGARA TIMUR,KURISI,2020,5857.130,166812616.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KURO,2020,15.10,255.973
TANGKAP LAUT,NUSA TENGGARA TIMUR,KUWE,2010,1104.0,3523558.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KUWE,2011,1527.0,4929534.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KUWE,2012,1103.0,11871407.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KUWE,2013,1912.0,22328432.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KUWE,2014,1617.0,25774750.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KUWE,2015,1509.0,32990983.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KUWE,2016,1629.0,32595147.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KUWE,2017,1544.140,61596686.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KUWE,2018,3357.020,59136990.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KUWE,2019,5581.280,186116970.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,KUWE,2020,5727.360,190040137.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,LAINNYA,2010,48859.0,164285124.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,LAINNYA,2011,51813.0,186655584.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,LAINNYA,2012,33746.0,267583302.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,LAINNYA,2013,48991.0,400901112.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,LAINNYA,2014,52862.0,493681652.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,LAINNYA,2015,63332.0,953361835.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,LAINNYA,2016,69169.0,941056371.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,LAINNYA,2017,22609.980,564021749.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,LAINNYA,2018,58789.880,1172666346.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,LAINNYA,2019,62661.720,1319978945.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,LAYANG,2010,5428.0,25606139.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,LAYANG,2011,6200.0,19779193.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,LAYANG,2012,4410.0,33497493.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,LAYANG,2013,9461.0,73625581.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,LAYANG,2014,9609.0,87108886.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,LAYANG,2015,12385.0,139562121.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,LAYANG,2016,13345.0,138558166.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,LAYANG,2017,8037.250,90734764.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,LAYANG,2018,13187.980,223903985.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,LAYANG,2019,9563.930,133887731.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,LAYANG,2020,11878.680,169971188.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,LAYARAN,2020,929.940,38457925.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,LAYUR,2020,7037.50,112371688.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,LELE,2020,3.560,53.430
TANGKAP LAUT,NUSA TENGGARA TIMUR,LEMADANG,2020,290.780,9064847.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,LEMURU,2020,12024.330,174421096.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,LENCAM,2020,624.590,13677010.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,LIDAH,2020,10.10,181.872
TANGKAP LAUT,NUSA TENGGARA TIMUR,LOBSTER,2015,13.0,1231549.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,LOBSTER,2016,13.0,1155173.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,LOBSTER,2018,164.860,2802688.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,LOBSTER,2019,36.260,5693270.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,LOBSTER,2020,39.630,7120660.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,MANFISH,2020,.040,1.40
TANGKAP LAUT,NUSA TENGGARA TIMUR,MANYUNG,2020,52.50,1627500.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,MARLIN,2020,23.370,595.074
TANGKAP LAUT,NUSA TENGGARA TIMUR,NYUNGLAS,2020,.070,1.80
TANGKAP LAUT,NUSA TENGGARA TIMUR,PARI,2010,714.0,2150308.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,PARI,2011,753.0,2912591.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,PARI,2012,294.0,1706434.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,PARI,2013,640.0,5935285.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,PARI,2014,525.0,4277710.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,PARI,2015,266.0,6631817.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,PARI,2016,292.0,4615603.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,PARI,2017,7.630,343.349
TANGKAP LAUT,NUSA TENGGARA TIMUR,PARI,2018,305.470,10443443.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,PARI,2019,311.880,6864550.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,PARI,2020,1660.060,33344370.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,PENYU,2010,.0,.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,PENYU,2011,.0,.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,PENYU,2012,.0,.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,PENYU,2013,5.0,31.80
TANGKAP LAUT,NUSA TENGGARA TIMUR,PENYU,2014,5.0,64.50
TANGKAP LAUT,NUSA TENGGARA TIMUR,PENYU,2015,2.0,25.50
TANGKAP LAUT,NUSA TENGGARA TIMUR,PENYU,2016,2.0,25.50
TANGKAP LAUT,NUSA TENGGARA TIMUR,PEPEREK,2020,1122.690,20726555.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,PISANG-PISANG,2020,129.770,2158208.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,RAJUNGAN,2010,.0,.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,RAJUNGAN,2011,.0,1.026
TANGKAP LAUT,NUSA TENGGARA TIMUR,RAJUNGAN,2012,.0,6.932
TANGKAP LAUT,NUSA TENGGARA TIMUR,RAJUNGAN,2013,3.0,34.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,RAJUNGAN,2014,3.0,30.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,RAJUNGAN,2015,113.0,4889910.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,RAJUNGAN,2016,124.0,4889910.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,RAJUNGAN,2017,963.830,26023389.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,RAJUNGAN,2018,10392.170,470078278.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,RAJUNGAN,2019,951.130,42776260.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,RAJUNGAN,2020,951.130,42776260.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,REJUNG,2020,7.470,134.478
TANGKAP LAUT,NUSA TENGGARA TIMUR,RUMPUT LAUT,2010,.0,.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,RUMPUT LAUT,2011,.0,.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,RUMPUT LAUT,2012,481.0,4807096.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,RUMPUT LAUT,2013,28.0,245.001
TANGKAP LAUT,NUSA TENGGARA TIMUR,RUMPUT LAUT,2014,46.0,274.338
TANGKAP LAUT,NUSA TENGGARA TIMUR,RUMPUT LAUT,2015,61.0,262.976
TANGKAP LAUT,NUSA TENGGARA TIMUR,RUMPUT LAUT,2016,50.0,209.216
TANGKAP LAUT,NUSA TENGGARA TIMUR,SARDEN,2020,32.380,706.510
TANGKAP LAUT,NUSA TENGGARA TIMUR,SEBELAH,2020,.630,15.750
TANGKAP LAUT,NUSA TENGGARA TIMUR,SELAR,2020,4320.310,76091143.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,SEMAR,2020,.20,4.080
TANGKAP LAUT,NUSA TENGGARA TIMUR,SEMBILANG,2020,1.010,12.760
TANGKAP LAUT,NUSA TENGGARA TIMUR,SERINDING,2020,2.110,52.70
TANGKAP LAUT,NUSA TENGGARA TIMUR,SETUHUK,2010,10.0,26.995
TANGKAP LAUT,NUSA TENGGARA TIMUR,SETUHUK,2011,9.0,22.158
TANGKAP LAUT,NUSA TENGGARA TIMUR,SETUHUK,2012,1.0,9.526
TANGKAP LAUT,NUSA TENGGARA TIMUR,SETUHUK,2013,154.0,1650000.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,SETUHUK,2014,163.0,1517368.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,SETUHUK,2015,10.0,184.985
TANGKAP LAUT,NUSA TENGGARA TIMUR,SETUHUK,2016,10.0,146.233
TANGKAP LAUT,NUSA TENGGARA TIMUR,SETUHUK,2017,.040,1.483
TANGKAP LAUT,NUSA TENGGARA TIMUR,SETUHUK,2018,426.280,12672135.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,SETUHUK,2019,1.890,58.174
TANGKAP LAUT,NUSA TENGGARA TIMUR,SOTONG,2020,23.540,391.340
TANGKAP LAUT,NUSA TENGGARA TIMUR,SUNGLIR,2020,86.420,1640058.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TENGGIRI,2010,2363.0,10679654.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TENGGIRI,2011,2095.0,12273414.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TENGGIRI,2012,649.0,11471492.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TENGGIRI,2013,1865.0,34857354.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TENGGIRI,2014,1802.0,39292473.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TENGGIRI,2015,911.0,20552515.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TENGGIRI,2016,961.0,18721294.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TENGGIRI,2017,2276.510,75389592.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TENGGIRI,2018,13465.920,440599860.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TENGGIRI,2019,2168.050,75453366.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TENGGIRI,2020,2537.350,93721682.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TERBANG,2020,10772.440,216834200.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TERI,2010,1690.0,8849050.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TERI,2011,3138.0,19201072.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TERI,2012,2598.0,20831439.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TERI,2013,2699.0,27234964.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TERI,2014,2767.0,29255867.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TERI,2015,2368.0,35511033.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TERI,2016,2550.0,35166322.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TERI,2017,110.170,1464993.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TERI,2018,374.950,6611086.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TERI,2019,2242.430,44175453.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TERI,2020,2321.490,50443621.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TERIPANG,2020,37.860,9661407.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TERUBUK,2020,.90,22.475
TANGKAP LAUT,NUSA TENGGARA TIMUR,TONGKOL,2010,11889.0,55855068.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TONGKOL,2011,13249.0,76674536.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TONGKOL,2012,5406.0,40723053.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TONGKOL,2013,11656.0,91063633.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TONGKOL,2014,11712.0,114719187.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TONGKOL,2015,10649.0,167484582.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TONGKOL,2016,11644.0,159227460.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TONGKOL,2017,7600.10,97459510.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TONGKOL,2018,23311.250,429802467.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TONGKOL,2019,16870.040,321969118.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TONGKOL,2020,20417.680,394216566.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TUNA,2010,2501.0,28335915.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TUNA,2011,4145.0,50411377.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TUNA,2012,2103.0,25571221.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TUNA,2013,7670.0,129520581.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TUNA,2014,7543.0,161712443.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TUNA,2015,3877.0,96544179.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TUNA,2016,4249.0,94371571.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TUNA,2017,3306.380,67702187.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TUNA,2018,2612.480,234775265.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TUNA,2019,3280.380,130220662.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,TUNA,2020,3421.880,137671429.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,UDANG,2010,274.0,2857932.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,UDANG,2011,315.0,5009168.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,UDANG,2012,112.0,2022904.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,UDANG,2013,126.0,2327953.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,UDANG,2014,104.0,1828648.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,UDANG,2015,629.0,19512800.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,UDANG,2016,691.0,19435660.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,UDANG,2017,.530,35.181
TANGKAP LAUT,NUSA TENGGARA TIMUR,UDANG,2018,4214.550,186140867.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,UDANG,2019,50.450,2558745.0
TANGKAP LAUT,NUSA TENGGARA TIMUR,UDANG,2020,50.330,2556930.0
TANGKAP LAUT,PAPUA,BARONANG,2020,6284.150,170985760.0
TANGKAP LAUT,PAPUA,BAUNG,2020,3421.440,103384400.0
TANGKAP LAUT,PAPUA,BAWAL,2010,9081.0,135151500.0
TANGKAP LAUT,PAPUA,BAWAL,2011,8735.0,144140700.0
TANGKAP LAUT,PAPUA,BAWAL,2012,8810.0,194315000.0
TANGKAP LAUT,PAPUA,BAWAL,2013,8933.0,168802900.0
TANGKAP LAUT,PAPUA,BAWAL,2014,12522.0,217843950.0
TANGKAP LAUT,PAPUA,BAWAL,2015,1205.0,57097054.0
TANGKAP LAUT,PAPUA,BAWAL,2016,2854.0,44490751.0
TANGKAP LAUT,PAPUA,BAWAL,2017,622.350,12446966.0
TANGKAP LAUT,PAPUA,BAWAL,2018,20557.150,674954646.0
TANGKAP LAUT,PAPUA,BAWAL,2019,18055.270,710374611.0
TANGKAP LAUT,PAPUA,BAWAL,2020,19275.960,763353500.0
TANGKAP LAUT,PAPUA,BELANAK,2020,12980.590,387580900.0
TANGKAP LAUT,PAPUA,BIJI NANGKA,2020,1794.020,56479100.0
TANGKAP LAUT,PAPUA,BULAN,2020,58.670,1466850.0
TANGKAP LAUT,PAPUA,CAKALANG,2010,11206.0,246850600.0
TANGKAP LAUT,PAPUA,CAKALANG,2011,11473.0,245499650.0
TANGKAP LAUT,PAPUA,CAKALANG,2012,10025.0,266958800.0
TANGKAP LAUT,PAPUA,CAKALANG,2013,10335.0,247600700.0
TANGKAP LAUT,PAPUA,CAKALANG,2014,9143.0,154829200.0
TANGKAP LAUT,PAPUA,CAKALANG,2015,9052.0,193760818.0
TANGKAP LAUT,PAPUA,CAKALANG,2016,12845.0,410854406.0
TANGKAP LAUT,PAPUA,CAKALANG,2017,44462.710,1058914383.0
TANGKAP LAUT,PAPUA,CAKALANG,2018,19696.230,656747520.0
TANGKAP LAUT,PAPUA,CAKALANG,2019,19538.580,587301375.0
TANGKAP LAUT,PAPUA,CAKALANG,2020,20716.010,627364000.0
TANGKAP LAUT,PAPUA,CUCUT,2010,3028.0,42510900.0
TANGKAP LAUT,PAPUA,CUCUT,2011,3240.0,47832750.0
TANGKAP LAUT,PAPUA,CUCUT,2012,3599.0,49055100.0
TANGKAP LAUT,PAPUA,CUCUT,2013,4982.0,80103600.0
TANGKAP LAUT,PAPUA,CUCUT,2014,5239.0,81220100.0
TANGKAP LAUT,PAPUA,CUCUT,2015,243.0,14528400.0
TANGKAP LAUT,PAPUA,CUCUT,2016,348.0,11413000.0
TANGKAP LAUT,PAPUA,CUCUT,2017,273.160,5591998.0
TANGKAP LAUT,PAPUA,CUCUT,2018,587.480,10976243.0
TANGKAP LAUT,PAPUA,CUCUT,2019,563.920,10291005.0
TANGKAP LAUT,PAPUA,CUMI-CUMI,2010,2824.0,55906400.0
TANGKAP LAUT,PAPUA,CUMI-CUMI,2011,2767.0,70583700.0
TANGKAP LAUT,PAPUA,CUMI-CUMI,2012,2825.0,70078500.0
TANGKAP LAUT,PAPUA,CUMI-CUMI,2013,2867.0,73621300.0
TANGKAP LAUT,PAPUA,CUMI-CUMI,2014,2662.0,51131300.0
TANGKAP LAUT,PAPUA,CUMI-CUMI,2015,1640.0,34073103.0
TANGKAP LAUT,PAPUA,CUMI-CUMI,2016,196.0,4558014.0
TANGKAP LAUT,PAPUA,CUMI-CUMI,2017,40.290,1408437.0
TANGKAP LAUT,PAPUA,CUMI-CUMI,2018,2565.0,64700929.0
TANGKAP LAUT,PAPUA,CUMI-CUMI,2019,2877.070,70660340.0
TANGKAP LAUT,PAPUA,CUMI-CUMI,2020,3538.120,89866890.0
TANGKAP LAUT,PAPUA,GABUS,2015,43.0,340.50
TANGKAP LAUT,PAPUA,GABUS,2016,51.0,510.0
TANGKAP LAUT,PAPUA,GABUS,2018,57.250,1144936.0
TANGKAP LAUT,PAPUA,GABUS,2019,83.250,2164578.0
TANGKAP LAUT,PAPUA,GABUS,2020,110.220,2865642.0
TANGKAP LAUT,PAPUA,GOLOK-GOLOK,2020,183.40,5501850.0
TANGKAP LAUT,PAPUA,GULAMAH,2020,288.760,8112100.0
TANGKAP LAUT,PAPUA,GURITA,2010,.0,.0
TANGKAP LAUT,PAPUA,GURITA,2011,.0,.0
TANGKAP LAUT,PAPUA,GURITA,2012,.0,.0
TANGKAP LAUT,PAPUA,GURITA,2013,.0,.0
TANGKAP LAUT,PAPUA,GURITA,2014,.0,.0
TANGKAP LAUT,PAPUA,GURITA,2015,34.0,668.809
TANGKAP LAUT,PAPUA,GURITA,2016,64.0,1286000.0
TANGKAP LAUT,PAPUA,GURITA,2018,16.490,742.245
TANGKAP LAUT,PAPUA,HIU,2020,578.740,13055850.0
TANGKAP LAUT,PAPUA,JULUNG-JULUNG,2020,4101.30,67568960.0
TANGKAP LAUT,PAPUA,KACI-KACI,2020,249.190,2990220.0
TANGKAP LAUT,PAPUA,KAKAP,2010,57142.0,1726841000.0
TANGKAP LAUT,PAPUA,KAKAP,2011,69955.0,1477853800.0
TANGKAP LAUT,PAPUA,KAKAP,2012,68375.0,1584588500.0
TANGKAP LAUT,PAPUA,KAKAP,2013,35239.0,1518107100.0
TANGKAP LAUT,PAPUA,KAKAP,2014,38704.0,1440868400.0
TANGKAP LAUT,PAPUA,KAKAP,2015,38279.0,773620727.0
TANGKAP LAUT,PAPUA,KAKAP,2016,32045.0,988590734.0
TANGKAP LAUT,PAPUA,KAKAP,2017,6961.240,194953331.0
TANGKAP LAUT,PAPUA,KAKAP,2018,37593.880,1400157732.0
TANGKAP LAUT,PAPUA,KAKAP,2019,34050.410,1441610367.0
TANGKAP LAUT,PAPUA,KAKAP,2020,35904.880,1544978450.0
TANGKAP LAUT,PAPUA,KAKATUA,2020,105.710,1998290.0
TANGKAP LAUT,PAPUA,KAPAS-KAPAS,2020,116.440,3493170.0
TANGKAP LAUT,PAPUA,KEMBUNG,2020,24545.190,610564920.0
TANGKAP LAUT,PAPUA,KEPE-KEPE,2020,122.140,2200775.0
TANGKAP LAUT,PAPUA,KEPITING,2020,195.590,3911740.0
TANGKAP LAUT,PAPUA,KERAPU,2010,328.0,13570000.0
TANGKAP LAUT,PAPUA,KERAPU,2011,335.0,14481100.0
TANGKAP LAUT,PAPUA,KERAPU,2012,351.0,15608000.0
TANGKAP LAUT,PAPUA,KERAPU,2013,358.0,16264600.0
TANGKAP LAUT,PAPUA,KERAPU,2014,1578.0,50657200.0
TANGKAP LAUT,PAPUA,KERAPU,2015,2027.0,43203159.0
TANGKAP LAUT,PAPUA,KERAPU,2016,2733.0,97478677.0
TANGKAP LAUT,PAPUA,KERAPU,2017,537.310,17988619.0
TANGKAP LAUT,PAPUA,KERAPU,2018,8294.360,827718377.0
TANGKAP LAUT,PAPUA,KERAPU,2019,7640.810,762095490.0
TANGKAP LAUT,PAPUA,KERAPU,2020,7912.920,789306800.0
TANGKAP LAUT,PAPUA,KURISI,2020,266.750,2667460.0
TANGKAP LAUT,PAPUA,KURO,2020,9286.320,199080300.0
TANGKAP LAUT,PAPUA,KUWE,2010,3861.0,133393750.0
TANGKAP LAUT,PAPUA,KUWE,2011,4421.0,93798850.0
TANGKAP LAUT,PAPUA,KUWE,2012,5466.0,127018000.0
TANGKAP LAUT,PAPUA,KUWE,2013,5997.0,135033900.0
TANGKAP LAUT,PAPUA,KUWE,2014,7038.0,153702900.0
TANGKAP LAUT,PAPUA,KUWE,2015,10120.0,265622104.0
TANGKAP LAUT,PAPUA,KUWE,2016,12870.0,444412330.0
TANGKAP LAUT,PAPUA,KUWE,2017,253.320,10803448.0
TANGKAP LAUT,PAPUA,KUWE,2018,16549.30,561014569.0
TANGKAP LAUT,PAPUA,KUWE,2019,15842.650,413457868.0
TANGKAP LAUT,PAPUA,KUWE,2020,16378.760,456755920.0
TANGKAP LAUT,PAPUA,LAINNYA,2010,143091.0,2659607700.0
TANGKAP LAUT,PAPUA,LAINNYA,2011,134658.0,2469620518.0
TANGKAP LAUT,PAPUA,LAINNYA,2012,142962.0,2660429500.0
TANGKAP LAUT,PAPUA,LAINNYA,2013,177990.0,2687148290.0
TANGKAP LAUT,PAPUA,LAINNYA,2014,170906.0,2140753490.0
TANGKAP LAUT,PAPUA,LAINNYA,2015,107526.0,1846805931.0
TANGKAP LAUT,PAPUA,LAINNYA,2016,106961.0,2450521579.0
TANGKAP LAUT,PAPUA,LAINNYA,2017,24125.840,634038895.0
TANGKAP LAUT,PAPUA,LAINNYA,2018,71486.690,1658069447.0
TANGKAP LAUT,PAPUA,LAINNYA,2019,81949.460,1937772010.0
TANGKAP LAUT,PAPUA,LAYANG,2010,3839.0,71202000.0
TANGKAP LAUT,PAPUA,LAYANG,2011,4271.0,80117350.0
TANGKAP LAUT,PAPUA,LAYANG,2012,3996.0,87751000.0
TANGKAP LAUT,PAPUA,LAYANG,2013,4063.0,80480900.0
TANGKAP LAUT,PAPUA,LAYANG,2014,5270.0,95544050.0
TANGKAP LAUT,PAPUA,LAYANG,2015,1973.0,35499445.0
TANGKAP LAUT,PAPUA,LAYANG,2016,637.0,13557341.0
TANGKAP LAUT,PAPUA,LAYANG,2017,63.570,1100038.0
TANGKAP LAUT,PAPUA,LAYANG,2018,9899.710,218737580.0
TANGKAP LAUT,PAPUA,LAYANG,2019,14677.550,330612730.0
TANGKAP LAUT,PAPUA,LAYANG,2020,17633.670,398195140.0
TANGKAP LAUT,PAPUA,LAYUR,2020,4624.980,100533370.0
TANGKAP LAUT,PAPUA,LELE,2020,116.440,2910975.0
TANGKAP LAUT,PAPUA,LEMURU,2020,929.820,19665142.0
TANGKAP LAUT,PAPUA,LENCAM,2020,36.40,364.030
TANGKAP LAUT,PAPUA,LOBSTER,2015,172.0,4362000.0
TANGKAP LAUT,PAPUA,LOBSTER,2016,1.0,55.0
TANGKAP LAUT,PAPUA,LOBSTER,2018,127.290,6364300.0
TANGKAP LAUT,PAPUA,LOBSTER,2019,127.290,6364350.0
TANGKAP LAUT,PAPUA,LOBSTER,2020,133.370,6668600.0
TANGKAP LAUT,PAPUA,MANYUNG,2020,4846.30,315789840.0
